timestamp,line,machine,units_produced,downtime_minutes,defects
11:00,A,Cutter-2,111,0,0
11:00,B,Welder-1,110,0,0
11:00,B,Welder-2,118,0,0
11:00,C,Press-1,137,0,0
11:00,C,Press-2,132,2,0
11:15,A,Cutter-1,122,0,0
11:15,A,Cutter-2,116,0,0
11:15,B,Welder-1,110,0,0
11:15,B,Welder-2,114,0,1
11:15,C,Press-1,124,1,0
11:15,C,Press-2,124,1,0
11:30,A,Cutter-1,127,0,0
11:30,A,Cutter-2,116,0,1
11:30,B,Welder-1,108,0,0
11:30,B,Welder-2,112,0,0
11:30,C,Press-1,140,2,0
11:30,C,Press-2,126,0,0
11:45,A,Cutter-1,118,0,0
11:45,A,Cutter-2,120,0,0
11:45,B,Welder-1,113,2,0
11:45,B,Welder-2,111,0,0
11:45,C,Press-1,139,0,2
11:45,C,Press-2,124,0,0
12:00,A,Cutter-1,117,0,0
12:00,A,Cutter-2,111,0,0
12:00,B,Welder-1,103,2,1
12:00,B,Welder-2,104,0,1
12:00,C,Press-1,132,0,0
12:00,C,Press-2,132,0,1
12:15,A,Cutter-1,126,0,2
12:15,A,Cutter-2,120,0,0
12:15,B,Welder-1,98,0,0
12:15,B,Welder-2,104,1,0
12:15,C,Press-1,133,0,0
12:15,C,Press-2,130,1,0
12:30,A,Cutter-1,127,0,0
12:30,A,Cutter-2,115,0,0
12:30,B,Welder-1,112,0,0
12:30,B,Welder-2,113,0,0
12:30,C,Press-1,128,0,0
12:30,C,Press-2,131,0,0
12:45,A,Cutter-1,127,0,2
12:45,A,Cutter-2,106,0,0
12:45,B,Welder-1,115,0,0
12:45,B,Welder-2,106,3,0
12:45,C,Press-1,139,0,0
12:45,C,Press-2,137,0,0
13:00,A,Cutter-1,119,0,0
13:00,A,Cutter-2,119,0,0
13:00,B,Welder-1,104,0,0
13:00,B,Welder-2,111,0,0
13:00,C,Press-1,136,0,0
13:00,C,Press-2,123,0,0
13:15,A,Cutter-1,118,0,0
13:15,A,Cutter-2,105,0,0
13:15,B,Welder-1,110,0,0
13:15,B,Welder-2,108,0,0
13:15,C,Press-1,122,0,0
13:15,C,Press-2,130,2,1
13:30,A,Cutter-1,127,0,1
13:30,A,Cutter-2,108,0,0
13:30,B,Welder-1,103,0,0
13:30,B,Welder-2,119,0,0
13:30,C,Press-1,134,0,0
13:30,C,Press-2,135,0,1
13:45,A,Cutter-1,128,2,0
13:45,A,Cutter-2,118,0,0
13:45,B,Welder-1,101,0,1
13:45,B,Welder-2,106,0,0
13:45,C,Press-1,136,0,0
13:45,C,Press-2,132,0,1
14:00,A,Cutter-1,128,0,0
14:00,A,Cutter-2,103,1,0
14:00,B,Welder-1,99,0,0
14:00,B,Welder-2,122,0,2
14:00,C,Press-1,130,0,0
14:00,C,Press-2,131,0,0
14:15,A,Cutter-1,121,0,0
14:15,A,Cutter-2,104,0,0
14:15,B,Welder-1,107,0,0
14:15,B,Welder-2,115,0,0
14:15,C,Press-1,133,0,0
14:15,C,Press-2,136,0,1
14:30,A,Cutter-1,126,0,0
14:30,A,Cutter-2,103,0,0
14:30,B,Welder-1,107,0,0
14:30,B,Welder-2,111,0,0
14:30,C,Press-1,123,0,0
14:30,C,Press-2,128,0,0
14:45,A,Cutter-1,113,0,0
14:45,A,Cutter-2,103,0,0
14:45,B,Welder-1,115,0,0
14:45,B,Welder-2,116,0,0
14:45,C,Press-1,134,0,0
14:45,C,Press-2,136,0,0
15:00,A,Cutter-1,122,0,0
15:00,A,Cutter-2,108,0,0
15:00,B,Welder-1,97,3,0
15:00,B,Welder-2,113,0,0
15:00,C,Press-1,130,0,0
15:00,C,Press-2,132,0,0
15:15,A,Cutter-1,114,2,0
15:15,A,Cutter-2,105,1,0
15:15,B,Welder-1,107,0,0
15:15,B,Welder-2,111,1,1
15:15,C,Press-1,122,0,0
15:15,C,Press-2,120,0,0
15:30,A,Cutter-1,128,0,0
15:30,A,Cutter-2,117,0,0
15:30,B,Welder-1,115,0,0
15:30,B,Welder-2,120,0,0
15:30,C,Press-1,131,0,0
15:30,C,Press-2,133,0,0
15:45,A,Cutter-1,120,0,0
15:45,A,Cutter-2,115,0,1
15:45,B,Welder-1,97,0,0
15:45,B,Welder-2,105,0,0
15:45,C,Press-1,127,0,0
15:45,C,Press-2,134,0,0
16:00,A,Cutter-1,113,0,0
16:00,A,Cutter-2,119,0,0
16:00,B,Welder-1,108,0,0
16:00,B,Welder-2,113,0,0
16:00,C,Press-1,138,2,0
16:00,C,Press-2,126,0,2
