timestamp,line,machine,units_produced,downtime_minutes,defects
13:30,B,Welder-2,118,0,0
13:30,C,Press-1,125,0,0
13:30,C,Press-2,124,0,0
13:45,A,Cutter-1,119,0,3
13:45,A,Cutter-2,117,0,1
13:45,B,Welder-1,103,0,0
13:45,B,Welder-2,120,0,0
13:45,C,Press-1,130,0,1
13:45,C,Press-2,138,0,0
14:00,A,Cutter-1,114,0,2
14:00,A,Cutter-2,107,0,3
14:00,B,Welder-1,101,0,0
14:00,B,Welder-2,113,0,0
14:00,C,Press-1,128,0,0
14:00,C,Press-2,130,0,0
14:15,A,Cutter-1,119,0,1
14:15,A,Cutter-2,107,0,4
14:15,B,Welder-1,101,2,0
14:15,B,Welder-2,109,0,1
14:15,C,Press-1,123,0,0
14:15,C,Press-2,137,2,0
14:30,A,Cutter-1,116,1,3
14:30,A,Cutter-2,108,0,3
14:30,B,Welder-1,115,0,0
14:30,B,Welder-2,117,0,0
14:30,C,Press-1,124,1,0
14:30,C,Press-2,120,0,0
14:45,A,Cutter-1,129,2,4
14:45,A,Cutter-2,106,0,4
14:45,B,Welder-1,104,0,0
14:45,B,Welder-2,111,0,0
14:45,C,Press-1,126,0,0
14:45,C,Press-2,135,0,0
15:00,A,Cutter-1,114,0,2
15:00,A,Cutter-2,117,0,3
15:00,B,Welder-1,101,1,0
15:00,B,Welder-2,113,0,0
15:00,C,Press-1,127,0,0
15:00,C,Press-2,123,0,0
15:15,A,Cutter-1,126,0,4
15:15,A,Cutter-2,117,0,2
15:15,B,Welder-1,106,1,0
15:15,B,Welder-2,104,0,0
15:15,C,Press-1,136,0,1
15:15,C,Press-2,134,0,1
15:30,A,Cutter-1,116,3,2
15:30,A,Cutter-2,115,0,2
15:30,B,Welder-1,109,0,0
15:30,B,Welder-2,110,0,0
15:30,C,Press-1,128,0,0
15:30,C,Press-2,135,0,0
15:45,A,Cutter-1,123,0,1
15:45,A,Cutter-2,116,0,4
15:45,B,Welder-1,97,3,0
15:45,B,Welder-2,107,1,0
15:45,C,Press-1,131,0,0
15:45,C,Press-2,131,2,0
16:00,A,Cutter-1,121,0,3
16:00,A,Cutter-2,107,0,2
16:00,B,Welder-1,111,3,0
16:00,B,Welder-2,107,0,0
16:00,C,Press-1,122,0,1
16:00,C,Press-2,125,0,0
